Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,None
None,None,None,None,None,None,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,None
